,ChampionshipWinner,Season,Championship,Country,CoachWinner 
1096,FC Nantes,1965/1966,Ligue1_1965/1966,France,José Arribas
1097,FC Nantes,1964/1965,Ligue1_1964/1965,France,José Arribas
1098,AS Saint-Étienne,1963/1964,Ligue1_1963/1964,France,Jean Snella
1099,AS Monaco,1962/1963,Ligue1_1962/1963,France,Lucien Leduc
1100,Stade Reims,1961/1962,Ligue1_1961/1962,France,Albert Batteux
1101,AS Monaco,1960/1961,Ligue1_1960/1961,France,Lucien Leduc
1102,Stade Reims,1959/1960,Ligue1_1959/1960,France,Albert Batteux
1103,OGC Nice,1958/1959,Ligue1_1958/1959,France,-
1104,Stade Reims,1957/1958,Ligue1_1957/1958,France,Albert Batteux
1105,AS Saint-Étienne,1956/1957,Ligue1_1956/1957,France,Jean Snella
1106,OGC Nice,1955/1956,Ligue1_1955/1956,France,Luis Carniglia
1107,Stade Reims,1954/1955,Ligue1_1954/1955,France,Albert Batteux
1108,LOSC Lille,1953/1954,Ligue1_1953/1954,France,-
1109,Stade Reims,1952/1953,Ligue1_1952/1953,France,Albert Batteux
1110,OGC Nice,1951/1952,Ligue1_1951/1952,France,-
1111,OGC Nice,1950/1951,Ligue1_1950/1951,France,-
1112,FC Girondins Bordeaux,1949/1950,Ligue1_1949/1950,France,-
1113,Stade Reims,1948/1949,Ligue1_1948/1949,France,-
1114,Olympique Marseille,1947/1948,Ligue1_1947/1948,France,-
1115,LOSC Lille,1945/1946,Ligue1_1945/1946,France,Bill Berry †
1116,FC Sète 34,1938/1939,Ligue1_1938/1939,France,-
1117,FC Sochaux-Montbéliard,1937/1938,Ligue1_1937/1938,France,-
1118,Olympique Marseille,1936/1937,Ligue1_1936/1937,France,-
1119,Racing Club Paris,1935/1936,Ligue1_1935/1936,France,-
1120,FC Sochaux-Montbéliard,1934/1935,Ligue1_1934/1935,France,-
1121,FC Sète 34,1933/1934,Ligue1_1933/1934,France,-
1122,LOSC Lille,1932/1933,Ligue1_1932/1933,France,-
1123,Dinamo Tbilisi,2018/2019,CrystalbetErovnuliLiga_2018/2019,Georgia,-
1124,FC Saburtalo,2017/2018,CrystalbetErovnuliLiga_2017/2018,Georgia,Giorgi Chiabrishvili
1125,Torpedo Kutaisi,2016/2017,CrystalbetErovnuliLiga_2016/2017,Georgia,Giorgi Tsetsadze
1126,FC Samtredia,2015/2016,CrystalbetErovnuliLiga_2015/2016,Georgia,Juraj Jarabek
1127,Dinamo Tbilisi,2015/2016,CrystalbetErovnuliLiga_2015/2016,Georgia,Juraj Jarabek
1128,FC Dila Gori,2014/2015,CrystalbetErovnuliLiga_2014/2015,Georgia,-
1129,Dinamo Tbilisi,2013/2014,CrystalbetErovnuliLiga_2013/2014,Georgia,Riccardo De Vivo
1130,Dinamo Tbilisi,2012/2013,CrystalbetErovnuliLiga_2012/2013,Georgia,Dusan Uhrin Jr.
1131,FC Zestafoni,2011/2012,CrystalbetErovnuliLiga_2011/2012,Georgia,-
1132,FC Zestafoni,2010/2011,CrystalbetErovnuliLiga_2010/2011,Georgia,George Geguchadze
1133,Metalurgi Rustavi,2009/2010,CrystalbetErovnuliLiga_2009/2010,Georgia,-
1134,WIT Georgia Tbilisi,2008/2009,CrystalbetErovnuliLiga_2008/2009,Georgia,Nestor Mumladze
1135,Dinamo Tbilisi,2007/2008,CrystalbetErovnuliLiga_2007/2008,Georgia,Dusan Uhrin
1136,Metalurgi Rustavi,2006/2007,CrystalbetErovnuliLiga_2006/2007,Georgia,Revaz Dzodzuashvili
1137,Sioni Bolnisi,2005/2006,CrystalbetErovnuliLiga_2005/2006,Georgia,Kakhaber Tskhadadze
1138,Dinamo Tbilisi,2004/2005,CrystalbetErovnuliLiga_2004/2005,Georgia,Kakhaber Tskhadadze
1139,WIT Georgia Tbilisi,2003/2004,CrystalbetErovnuliLiga_2003/2004,Georgia,-
1140,Dinamo Tbilisi,2002/2003,CrystalbetErovnuliLiga_2002/2003,Georgia,-
1141,Torpedo Kutaisi,2001/2002,CrystalbetErovnuliLiga_2001/2002,Georgia,Revaz Dzodzuashvili
1142,Torpedo Kutaisi,2000/2001,CrystalbetErovnuliLiga_2000/2001,Georgia,David Kipiani
1143,Torpedo Kutaisi,1999/2000,CrystalbetErovnuliLiga_1999/2000,Georgia,David Kipiani
1144,Dinamo Tbilisi,1998/1999,CrystalbetErovnuliLiga_1998/1999,Georgia,Jan Boskamp
1145,Dinamo Tbilisi,1997/1998,CrystalbetErovnuliLiga_1997/1998,Georgia,-
1146,Dinamo Tbilisi,1996/1997,CrystalbetErovnuliLiga_1996/1997,Georgia,David Kipiani
1147,Dinamo Tbilisi,1995/1996,CrystalbetErovnuliLiga_1995/1996,Georgia,David Kipiani
1148,Dinamo Tbilisi,1994/1995,CrystalbetErovnuliLiga_1994/1995,Georgia,David Kipiani
1149,Dinamo Tbilisi,1993/1994,CrystalbetErovnuliLiga_1993/1994,Georgia,-
1150,Dinamo Tbilisi,1992/1993,CrystalbetErovnuliLiga_1992/1993,Georgia,-
1151,Dinamo Tbilisi,1991/1992,CrystalbetErovnuliLiga_1991/1992,Georgia,Revaz Dzodzuashvili
1152,Dinamo Tbilisi,1990/1991,CrystalbetErovnuliLiga_1990/1991,Georgia,-
1153,Dinamo Tbilisi,1989/1990,CrystalbetErovnuliLiga_1989/1990,Georgia,-
1154,Bayern Munich,2018/2019,BundesligaGermany_2018/2019,Germany,Niko Kovac
1155,Bayern Munich,2017/2018,BundesligaGermany_2017/2018,Germany,Jupp Heynckes
1156,Bayern Munich,2016/2017,BundesligaGermany_2016/2017,Germany,Carlo Ancelotti
1157,Bayern Munich,2015/2016,BundesligaGermany_2015/2016,Germany,Pep Guardiola
1158,Bayern Munich,2014/2015,BundesligaGermany_2014/2015,Germany,Pep Guardiola
1159,Bayern Munich,2013/2014,BundesligaGermany_2013/2014,Germany,Pep Guardiola
1160,Bayern Munich,2012/2013,BundesligaGermany_2012/2013,Germany,Jupp Heynckes
1161,Borussia Dortmund,2011/2012,BundesligaGermany_2011/2012,Germany,Jürgen Klopp
1162,Borussia Dortmund,2010/2011,BundesligaGermany_2010/2011,Germany,Jürgen Klopp
1163,Bayern Munich,2009/2010,BundesligaGermany_2009/2010,Germany,Louis van Gaal
1164,VfL Wolfsburg,2008/2009,BundesligaGermany_2008/2009,Germany,Felix Magath
1165,Bayern Munich,2007/2008,BundesligaGermany_2007/2008,Germany,Ottmar Hitzfeld
1166,VfB Stuttgart,2006/2007,BundesligaGermany_2006/2007,Germany,Armin Veh
1167,Bayern Munich,2005/2006,BundesligaGermany_2005/2006,Germany,Felix Magath
1168,Bayern Munich,2004/2005,BundesligaGermany_2004/2005,Germany,Felix Magath
1169,SV Werder Bremen,2003/2004,BundesligaGermany_2003/2004,Germany,Thomas Schaaf
1170,Bayern Munich,2002/2003,BundesligaGermany_2002/2003,Germany,Ottmar Hitzfeld
1171,Borussia Dortmund,2001/2002,BundesligaGermany_2001/2002,Germany,Matthias Sammer
1172,Bayern Munich,2000/2001,BundesligaGermany_2000/2001,Germany,Ottmar Hitzfeld
1173,Bayern Munich,1999/1900,BundesligaGermany_1999/1900,Germany,Ottmar Hitzfeld
1174,Bayern Munich,1998/1999,BundesligaGermany_1998/1999,Germany,Ottmar Hitzfeld
1175,1.FC Kaiserslautern,1997/1998,BundesligaGermany_1997/1998,Germany,Otto Rehhagel
1176,Bayern Munich,1996/1997,BundesligaGermany_1996/1997,Germany,Giovanni Trapattoni
1177,Borussia Dortmund,1995/1996,BundesligaGermany_1995/1996,Germany,Ottmar Hitzfeld
1178,Borussia Dortmund,1994/1995,BundesligaGermany_1994/1995,Germany,Ottmar Hitzfeld
1179,Bayern Munich,1993/1994,BundesligaGermany_1993/1994,Germany,Klaus Augenthaler
1180,SV Werder Bremen,1992/1993,BundesligaGermany_1992/1993,Germany,Otto Rehhagel
1181,VfB Stuttgart,1991/1992,BundesligaGermany_1991/1992,Germany,Christoph Daum
1182,1.FC Kaiserslautern,1990/1991,BundesligaGermany_1990/1991,Germany,Karl-Heinz Feldkamp
1183,Bayern Munich,1989/1990,BundesligaGermany_1989/1990,Germany,Jupp Heynckes
1184,Bayern Munich,1988/1989,BundesligaGermany_1988/1989,Germany,Jupp Heynckes
1185,SV Werder Bremen,1987/1988,BundesligaGermany_1987/1988,Germany,Otto Rehhagel
1186,Bayern Munich,1986/1987,BundesligaGermany_1986/1987,Germany,Udo Lattek
1187,Bayern Munich,1985/1986,BundesligaGermany_1985/1986,Germany,Udo Lattek
1188,Bayern Munich,1984/1985,BundesligaGermany_1984/1985,Germany,Udo Lattek
1189,VfB Stuttgart,1983/1984,BundesligaGermany_1983/1984,Germany,Helmut Benthaus
1190,Hamburger SV,1982/1983,BundesligaGermany_1982/1983,Germany,Ernst Happel
1191,Hamburger SV,1981/1982,BundesligaGermany_1981/1982,Germany,Ernst Happel
1192,Bayern Munich,1980/1981,BundesligaGermany_1980/1981,Germany,Pál Csernai
1193,Bayern Munich,1979/1980,BundesligaGermany_1979/1980,Germany,Pál Csernai
1194,Hamburger SV,1978/1979,BundesligaGermany_1978/1979,Germany,Branko Zebec
1195,1. FC Köln,1977/1978,BundesligaGermany_1977/1978,Germany,Hennes Weisweiler
1196,Borussia Mönchengladbach,1976/1977,BundesligaGermany_1976/1977,Germany,Udo Lattek
1197,Borussia Mönchengladbach,1975/1976,BundesligaGermany_1975/1976,Germany,Udo Lattek
1198,Borussia Mönchengladbach,1974/1975,BundesligaGermany_1974/1975,Germany,Hennes Weisweiler
1199,Bayern Munich,1973/1974,BundesligaGermany_1973/1974,Germany,Udo Lattek
1200,Bayern Munich,1972/1973,BundesligaGermany_1972/1973,Germany,Udo Lattek
1201,Bayern Munich,1971/1972,BundesligaGermany_1971/1972,Germany,Udo Lattek
1202,Borussia Mönchengladbach,1970/1971,BundesligaGermany_1970/1971,Germany,Hennes Weisweiler
1203,Borussia Mönchengladbach,1969/1970,BundesligaGermany_1969/1970,Germany,Hennes Weisweiler
1204,Bayern Munich,1968/1969,BundesligaGermany_1968/1969,Germany,Branko Zebec
1205,1.FC Nuremberg,1967/1968,BundesligaGermany_1967/1968,Germany,Max Merkel
1206,Eintracht Braunschweig,1966/1967,BundesligaGermany_1966/1967,Germany,Helmuth Johannsen
1207,TSV 1860 Munich,1965/1966,BundesligaGermany_1965/1966,Germany,Max Merkel
1208,SV Werder Bremen,1964/1965,BundesligaGermany_1964/1965,Germany,Willi Multhaup
1209,1. FC Köln,1963/1964,BundesligaGermany_1963/1964,Germany,Georg Knöpfle
1210,Borussia Dortmund,1962/1963,BundesligaGermany_1962/1963,Germany,Hermann Eppenhoff
1211,1. FC Köln,1961/1962,BundesligaGermany_1961/1962,Germany,Zlatko Cajkovski
1212,1.FC Nuremberg,1960/1961,BundesligaGermany_1960/1961,Germany,-
1213,Hamburger SV,1959/1960,BundesligaGermany_1959/1960,Germany,Günter Mahlmann
1214,Eintracht Frankfurt,1958/1959,BundesligaGermany_1958/1959,Germany,Paul Oßwald
1215,FC Schalke 04,1957/1958,BundesligaGermany_1957/1958,Germany,Edi Frühwirth
1216,Borussia Dortmund,1956/1957,BundesligaGermany_1956/1957,Germany,Helmut Schneider
1217,Borussia Dortmund,1955/1956,BundesligaGermany_1955/1956,Germany,Helmut Schneider
1218,Rot-Weiss Essen,1954/1955,BundesligaGermany_1954/1955,Germany,Fritz Szepan
1219,Hannover 96,1953/1954,BundesligaGermany_1953/1954,Germany,Helmut Kronsbein
1220,1.FC Kaiserslautern,1952/1953,BundesligaGermany_1952/1953,Germany,Richard Schneider
1221,VfB Stuttgart,1951/1952,BundesligaGermany_1951/1952,Germany,Georg Wurzer
1222,1.FC Kaiserslautern,1950/1951,BundesligaGermany_1950/1951,Germany,Richard Schneider
1223,VfB Stuttgart,1949/1950,BundesligaGermany_1949/1950,Germany,Georg Wurzer
1224,VfR Mannheim,1948/1949,BundesligaGermany_1948/1949,Germany,Hans Schmidt
1225,1.FC Nuremberg,1947/1948,BundesligaGermany_1947/1948,Germany,-
1226,Dresdner SC 1898,1943/1944,BundesligaGermany_1943/1944,Germany,Georg Köhler
1227,Dresdner SC 1898,1942/1943,BundesligaGermany_1942/1943,Germany,Georg Köhler
1228,FC Schalke 04,1941/1942,BundesligaGermany_1941/1942,Germany,Otto Faist
1229,Rapid Vienna,1940/1941,BundesligaGermany_1940/1941,Germany,-
1230,FC Schalke 04,1939/1940,BundesligaGermany_1939/1940,Germany,Otto Faist
1231,FC Schalke 04,1938/1939,BundesligaGermany_1938/1939,Germany,Otto Faist
1232,Hannover 96,1937/1938,BundesligaGermany_1937/1938,Germany,Robert Fuchs
1233,FC Schalke 04,1936/1937,BundesligaGermany_1936/1937,Germany,Hans Schmidt
1234,1.FC Nuremberg,1935/1936,BundesligaGermany_1935/1936,Germany,-
1235,FC Schalke 04,1934/1935,BundesligaGermany_1934/1935,Germany,Hans Schmidt
1236,FC Schalke 04,1933/1934,BundesligaGermany_1933/1934,Germany,Hans Schmidt
1237,Fortuna Düsseldorf,1932/1933,BundesligaGermany_1932/1933,Germany,Heinrich Körner
1238,Bayern Munich,1931/1932,BundesligaGermany_1931/1932,Germany,Richard Kohn
1239,Hertha BSC,1930/1931,BundesligaGermany_1930/1931,Germany,Richard Girulatis
1240,Hertha BSC,1929/1930,BundesligaGermany_1929/1930,Germany,Richard Girulatis
1241,SpVgg Fürth,1928/1929,BundesligaGermany_1928/1929,Germany,-
1242,Hamburger SV,1927/1928,BundesligaGermany_1927/1928,Germany,Rudi Agte
1243,1.FC Nuremberg,1926/1927,BundesligaGermany_1926/1927,Germany,Fred Spiksley
1244,SpVgg Fürth,1925/1926,BundesligaGermany_1925/1926,Germany,William Townley
1245,1.FC Nuremberg,1924/1925,BundesligaGermany_1924/1925,Germany,-
1246,1.FC Nuremberg,1923/1924,BundesligaGermany_1923/1924,Germany,-
1247,Hamburger SV,1922/1923,BundesligaGermany_1922/1923,Germany,-
1248,1.FC Nuremberg,1920/1921,BundesligaGermany_1920/1921,Germany,Izidor Kürschner
1249,1.FC Nuremberg,1919/1920,BundesligaGermany_1919/1920,Germany,-
1250,SpVgg Fürth,1913/1914,BundesligaGermany_1913/1914,Germany,William Townley
1251,VfB Leipzig,1912/1913,BundesligaGermany_1912/1913,Germany,-
1252,Holstein Kiel,1911/1912,BundesligaGermany_1911/1912,Germany,-
1253,BFC Viktoria 89,1910/1911,BundesligaGermany_1910/1911,Germany,-
1254,Karlsruher FV,1909/1910,BundesligaGermany_1909/1910,Germany,William Townley
1255,Karlsruher SC,1908/1909,BundesligaGermany_1908/1909,Germany,-
1256,BFC Viktoria 89,1907/1908,BundesligaGermany_1907/1908,Germany,-
1257,Freiburger FC,1906/1907,BundesligaGermany_1906/1907,Germany,-
1258,VfB Leipzig,1905/1906,BundesligaGermany_1905/1906,Germany,-
1259,Union 92 Berlin,1904/1905,BundesligaGermany_1904/1905,Germany,-
1260,VfB Leipzig,1902/1903,BundesligaGermany_1902/1903,Germany,-
1261,1. FC Köln,2018/2019,2.Bundesliga_2018/2019,Germany,-
1262,Fortuna Düsseldorf,2017/2018,2.Bundesliga_2017/2018,Germany,Friedhelm Funkel
1263,VfB Stuttgart,2016/2017,2.Bundesliga_2016/2017,Germany,Hannes Wolf
1264,SC Freiburg,2015/2016,2.Bundesliga_2015/2016,Germany,Christian Streich
1265,FC Ingolstadt 04,2014/2015,2.Bundesliga_2014/2015,Germany,Ralph Hasenhüttl
1266,1. FC Köln,2013/2014,2.Bundesliga_2013/2014,Germany,Peter Stöger
1267,Hertha BSC,2012/2013,2.Bundesliga_2012/2013,Germany,Jos Luhukay
1268,SpVgg Greuther Fürth,2011/2012,2.Bundesliga_2011/2012,Germany,Nicolas Heckel
1269,Hertha BSC,2010/2011,2.Bundesliga_2010/2011,Germany,Markus Babbel
1270,1.FC Kaiserslautern,2009/2010,2.Bundesliga_2009/2010,Germany,Marco Kurz
1271,SC Freiburg,2008/2009,2.Bundesliga_2008/2009,Germany,Robin Dutt
1272,Borussia Mönchengladbach,2007/2008,2.Bundesliga_2007/2008,Germany,Jos Luhukay
1273,Karlsruher SC,2006/2007,2.Bundesliga_2006/2007,Germany,Edmund Becker
1274,VfL Bochum,2005/2006,2.Bundesliga_2005/2006,Germany,-
1275,1. FC Köln,2004/2005,2.Bundesliga_2004/2005,Germany,Huub Stevens
1276,1.FC Nuremberg,2003/2004,2.Bundesliga_2003/2004,Germany,Wolfgang Wolf
1277,SC Freiburg,2002/2003,2.Bundesliga_2002/2003,Germany,Volker Finke
1278,Hannover 96,2001/2002,2.Bundesliga_2001/2002,Germany,Ralf Rangnick
1279,1.FC Nuremberg,2000/2001,2.Bundesliga_2000/2001,Germany,Klaus Augenthaler
1280,1. FC Köln,1999/1900,2.Bundesliga_1999/1900,Germany,Ewald Lienen
1281,Arminia Bielefeld,1998/1999,2.Bundesliga_1998/1999,Germany,Thomas von Heesen
1282,Eintracht Frankfurt,1997/1998,2.Bundesliga_1997/1998,Germany,Horst Ehrmantraut
1283,1.FC Kaiserslautern,1996/1997,2.Bundesliga_1996/1997,Germany,Otto Rehhagel
1284,VfL Bochum,1995/1996,2.Bundesliga_1995/1996,Germany,-
1285,FC Hansa Rostock,1994/1995,2.Bundesliga_1994/1995,Germany,-
1286,VfL Bochum,1993/1994,2.Bundesliga_1993/1994,Germany,-
1287,SC Freiburg,1992/1993,2.Bundesliga_1992/1993,Germany,Volker Finke
1288,1.FC Saarbrücken,1991/1992,2.Bundesliga_1991/1992,Germany,-
1289,Bayer 05 Uerdingen,1991/1992,2.Bundesliga_1991/1992,Germany,-
1290,FC Schalke 04,1990/1991,2.Bundesliga_1990/1991,Germany,-
1291,Hertha BSC,1989/1990,2.Bundesliga_1989/1990,Germany,-
1292,Fortuna Düsseldorf,1988/1989,2.Bundesliga_1988/1989,Germany,-
1293,Stuttgarter Kickers,1987/1988,2.Bundesliga_1987/1988,Germany,-
1294,Hannover 96,1986/1987,2.Bundesliga_1986/1987,Germany,-
1295,FC 08 Homburg,1985/1986,2.Bundesliga_1985/1986,Germany,-
1296,1.FC Nuremberg,1984/1985,2.Bundesliga_1984/1985,Germany,-
1297,Karlsruher SC,1983/1984,2.Bundesliga_1983/1984,Germany,-
1298,SV Waldhof Mannheim,1982/1983,2.Bundesliga_1982/1983,Germany,-
1299,FC Schalke 04,1981/1982,2.Bundesliga_1981/1982,Germany,-
1300,SV Werder Bremen,1980/1981,2.Bundesliga_1980/1981,Germany,-
1301,SV Darmstadt 98,1980/1981,2.Bundesliga_1980/1981,Germany,-
1302,Arminia Bielefeld,1979/1980,2.Bundesliga_1979/1980,Germany,-
1303,1.FC Nuremberg,1979/1980,2.Bundesliga_1979/1980,Germany,-
1304,TSV 1860 Munich,1978/1979,2.Bundesliga_1978/1979,Germany,-
1305,Bayer 04 Leverkusen,1978/1979,2.Bundesliga_1978/1979,Germany,-
1306,Arminia Bielefeld,1977/1978,2.Bundesliga_1977/1978,Germany,Karl-Heinz Feldkamp
1307,SV Darmstadt 98,1977/1978,2.Bundesliga_1977/1978,Germany,Karl-Heinz Feldkamp
1308,VfB Stuttgart,1976/1977,2.Bundesliga_1976/1977,Germany,-
1309,FC St. Pauli,1976/1977,2.Bundesliga_1976/1977,Germany,-
1310,1.FC Saarbrücken,1975/1976,2.Bundesliga_1975/1976,Germany,-
1311,Tennis Borussia Berlin,1975/1976,2.Bundesliga_1975/1976,Germany,-
1312,Hannover 96,1974/1975,2.Bundesliga_1974/1975,Germany,-
1313,Karlsruher SC,1974/1975,2.Bundesliga_1974/1975,Germany,-
1314,VfL Osnabrück,2018/2019,3.Liga_2018/2019,Germany,Daniel Thioune
1315,1.FC Magdeburg,2017/2018,3.Liga_2017/2018,Germany,Jens Härtel
1316,MSV Duisburg,2016/2017,3.Liga_2016/2017,Germany,Ilia Gruev
1317,SG Dynamo Dresden,2015/2016,3.Liga_2015/2016,Germany,Uwe Neuhaus
1318,Arminia Bielefeld,2014/2015,3.Liga_2014/2015,Germany,Norbert Meier
1319,1.FC Heidenheim 1846,2013/2014,3.Liga_2013/2014,Germany,Frank Schmidt
1320,Karlsruher SC,2012/2013,3.Liga_2012/2013,Germany,Markus Kauczinski
1321,SV Sandhausen,2011/2012,3.Liga_2011/2012,Germany,Gerd Dais
1322,Eintracht Braunschweig,2010/2011,3.Liga_2010/2011,Germany,Torsten Lieberknecht
1323,VfL Osnabrück,2009/2010,3.Liga_2009/2010,Germany,Karsten Baumann
1324,1.FC Union Berlin,2008/2009,3.Liga_2008/2009,Germany,Uwe Neuhaus
1325,PAOK Thessaloniki,2018/2019,SuperLeague1_2018/2019,Greece,Razvan Lucescu
1326,AEK Athens,2017/2018,SuperLeague1_2017/2018,Greece,Manolo Jiménez
1327,Olympiacos Piraeus,2016/2017,SuperLeague1_2016/2017,Greece,Takis Lemonis
1328,Olympiacos Piraeus,2015/2016,SuperLeague1_2015/2016,Greece,Marco Silva
1329,Olympiacos Piraeus,2014/2015,SuperLeague1_2014/2015,Greece,Vítor Pereira
1330,Olympiacos Piraeus,2013/2014,SuperLeague1_2013/2014,Greece,Míchel
1331,Olympiacos Piraeus,2012/2013,SuperLeague1_2012/2013,Greece,Míchel
1332,Olympiacos Piraeus,2011/2012,SuperLeague1_2011/2012,Greece,Ernesto Valverde
1333,Olympiacos Piraeus,2010/2011,SuperLeague1_2010/2011,Greece,Ernesto Valverde
1334,Panathinaikos Athens,2009/2010,SuperLeague1_2009/2010,Greece,Nikolaos Nioplias
1335,Olympiacos Piraeus,2008/2009,SuperLeague1_2008/2009,Greece,Ernesto Valverde
1336,Olympiacos Piraeus,2007/2008,SuperLeague1_2007/2008,Greece,Pep Segura
1337,Olympiacos Piraeus,2006/2007,SuperLeague1_2006/2007,Greece,Takis Lemonis
1338,Olympiacos Piraeus,2005/2006,SuperLeague1_2005/2006,Greece,Trond Sollied
1339,Olympiacos Piraeus,2004/2005,SuperLeague1_2004/2005,Greece,Dusan Bajevic
1340,Panathinaikos Athens,2003/2004,SuperLeague1_2003/2004,Greece,Itzhak Shum
1341,Olympiacos Piraeus,2002/2003,SuperLeague1_2002/2003,Greece,-
1342,Olympiacos Piraeus,2001/2002,SuperLeague1_2001/2002,Greece,Takis Lemonis
1343,Olympiacos Piraeus,2000/2001,SuperLeague1_2000/2001,Greece,Takis Lemonis
1344,Olympiacos Piraeus,1999/1900,SuperLeague1_1999/1900,Greece,-
1345,Olympiacos Piraeus,1998/1999,SuperLeague1_1998/1999,Greece,Dusan Bajevic
1346,Olympiacos Piraeus,1997/1998,SuperLeague1_1997/1998,Greece,Dusan Bajevic
1347,Olympiacos Piraeus,1996/1997,SuperLeague1_1996/1997,Greece,Dusan Bajevic
1348,Panathinaikos Athens,1995/1996,SuperLeague1_1995/1996,Greece,Juan Ramón Rocha
1349,Panathinaikos Athens,1994/1995,SuperLeague1_1994/1995,Greece,Juan Ramón Rocha
1350,AEK Athens,1993/1994,SuperLeague1_1993/1994,Greece,Dusan Bajevic
1351,AEK Athens,1992/1993,SuperLeague1_1992/1993,Greece,Dusan Bajevic
1352,AEK Athens,1991/1992,SuperLeague1_1991/1992,Greece,Dusan Bajevic
1353,Panathinaikos Athens,1990/1991,SuperLeague1_1990/1991,Greece,-
1354,Panathinaikos Athens,1989/1990,SuperLeague1_1989/1990,Greece,-
1355,AEK Athens,1988/1989,SuperLeague1_1988/1989,Greece,Dusan Bajevic
1356,AE Larisa,1987/1988,SuperLeague1_1987/1988,Greece,Jacek Gmoch
1357,Olympiacos Piraeus,1986/1987,SuperLeague1_1986/1987,Greece,-
1358,Panathinaikos Athens,1985/1986,SuperLeague1_1985/1986,Greece,-
1359,PAOK Thessaloniki,1984/1985,SuperLeague1_1984/1985,Greece,Walter Skocik
1360,Panathinaikos Athens,1983/1984,SuperLeague1_1983/1984,Greece,Jacek Gmoch
