,PlayerName,Age,Birthdate,Nationality,Position,Club,TShirtNumber,Value 
18492,Maciej Wilusz,31 Years,"Sep 25, 1988 ",Poland,Defender,Ural Yekaterinburg,5,€800k
18493,Artem Mamin,22 Years,"Jul 25, 1997 ",Russia,Defender,Ural Yekaterinburg,4,€500k
18494,Mikhail Merkulov,26 Years,"Jan 26, 1994 ",Russia,Defender,Ural Yekaterinburg,27,€1.80m
18495,Igor Kalinin,24 Years,"Nov 11, 1995 ",Russia,Defender,Ural Yekaterinburg,95,€500k
18496,Nikolai Zolotov,25 Years,"Nov 11, 1994 ",Belarus,Defender,Ural Yekaterinburg,35,€450k
18497,Islamzhan Nasyrov,21 Years,"Apr 8, 1998 ",Russia,Defender,Ural Yekaterinburg,21,€250k
18498,Shamsiddin Shanbiev,23 Years,"Feb 18, 1997 ",Russia,Defender,Ural Yekaterinburg,2,€200k
18499,Denys Kulakov,33 Years,"May 1, 1986 ",Ukraine,Defender,Ural Yekaterinburg,15,€750k
18500,Roman Emeljanov,27 Years,"May 8, 1992 ",Russia,Midfielder,Ural Yekaterinburg,8,€2.50m
18501,Rafal Augustyniak,26 Years,"Oct 14, 1993 ",Poland,Midfielder,Ural Yekaterinburg,6,€1.50m
18502,Petrus Boumal,26 Years,"Apr 20, 1993 ",Cameroon,Midfielder,Ural Yekaterinburg,13,€1.50m
18503,Artem Fiedler,36 Years,"Jul 14, 1983 ",Russia,Midfielder,Ural Yekaterinburg,57,€50k
18504,Andrey Egorychev,27 Years,"Feb 14, 1993 ",Russia,Midfielder,Ural Yekaterinburg,44,€900k
18505,Yuri Bavin,26 Years,"Feb 5, 1994 ",Russia,Midfielder,Ural Yekaterinburg,14,€850k
18506,Othman El Kabir,28 Years,"Jul 17, 1991 ",Netherlands,Midfielder,Ural Yekaterinburg,58,€3.80m
18507,Dmitri Efremov,25 Years,"Apr 1, 1995 ",Russia,Midfielder,Ural Yekaterinburg,11,€750k
18508,Eric Bicfalvi,32 Years,"Feb 5, 1988 ",Romania,Midfielder,Ural Yekaterinburg,10,€3.50m
18509,Michal Kucharczyk,29 Years,"Mar 20, 1991 ",Poland,Forward,Ural Yekaterinburg,18,€750k
18510,Nikolay Dimitrov,32 Years,"Oct 15, 1987 ",Bulgaria,Forward,Ural Yekaterinburg,17,€1.20m
18511,Andrey Panyukov,25 Years,"Sep 25, 1994 ",Russia,Forward,Ural Yekaterinburg,20,€2.00m
18512,Artem Yusupov,22 Years,"Apr 29, 1997 ",Russia,Forward,Ural Yekaterinburg,79,€350k
18513,Pavel Pogrebnyak,36 Years,"Nov 8, 1983 ",Russia,Forward,Ural Yekaterinburg,88,€50k
18514,Andrey Klimovich,31 Years,"Aug 27, 1988 ",Belarus,Goalkeeper,FK Orenburg,38,€800k
18515,Aleksandr Dovbnya,32 Years,"Apr 10, 1987 ",Russia,Goalkeeper,FK Orenburg,56,€600k
18516,Aleksandr Rudenko,27 Years,"Mar 4, 1993 ",Russia,Goalkeeper,FK Orenburg,1,€300k
18517,Mikhail Sivakov,32 Years,"Jan 16, 1988 ",Belarus,Defender,FK Orenburg,3,€1.20m
18518,Uros Radakovic,26 Years,"Mar 31, 1994 ",Serbia,Defender,FK Orenburg,4,€1.20m
18519,Vitali Shakhov,29 Years,"Jan 9, 1991 ",Russia,Defender,FK Orenburg,31,€800k
18520,Saveli Kozlov,23 Years,"Jan 19, 1997 ",Russia,Defender,FK Orenburg,66,€800k
18521,Adi Gotlieb,27 Years,"Aug 16, 1992 ",Israel,Defender,FK Orenburg,6,€500k
18522,Ivan Lapshov,20 Years,"May 1, 1999 ",Russia,Defender,FK Orenburg,42,€275k
18523,Sergey Terekhov,29 Years,"Jun 27, 1990 ",Russia,Defender,FK Orenburg,13,€1.50m
18524,Georgi Zotov,30 Years,"Jan 12, 1990 ",Russia,Defender,FK Orenburg,15,€1.20m
18525,Andrey Malykh,31 Years,"Aug 24, 1988 ",Russia,Defender,FK Orenburg,12,€1.00m
18526,Islambek Kuat,27 Years,"Jan 12, 1993 ",Kazakhstan,Midfielder,FK Orenburg,23,€2.00m
18527,Timur Ayupov,26 Years,"Jul 26, 1993 ",Russia,Midfielder,FK Orenburg,5,€900k
18528,Kirill Kaplenko,20 Years,"Jun 15, 1999 ",Russia,Midfielder,FK Orenburg,55,€250k
18529,Filip Rogic,26 Years,"Jun 14, 1993 ",Sweden,Midfielder,FK Orenburg,7,€1.20m
18530,Danijel Miskic,26 Years,"Oct 11, 1993 ",Croatia,Midfielder,FK Orenburg,8,€1.20m
18531,Danil Lipovoy,20 Years,"Sep 22, 1999 ",Russia,Midfielder,FK Orenburg,18,€325k
18532,Ricardo Alves,27 Years,"Mar 25, 1993 ",Portugal,Midfielder,FK Orenburg,10,€1.20m
18533,Fedor Chernykh,28 Years,"May 21, 1991 ",Lithuania,Forward,FK Orenburg,22,€1.00m
18534,Artem Kulishev,26 Years,"Aug 26, 1993 ",Russia,Forward,FK Orenburg,32,€850k
18535,Andrea Chukanov,24 Years,"Dec 18, 1995 ",Russia,Forward,FK Orenburg,11,€700k
18536,Ziga Skoflek,25 Years,"Jul 22, 1994 ",Slovenia,Forward,FK Orenburg,17,€500k
18537,Djordje Despotovic,28 Years,"Mar 4, 1992 ",Serbia,Forward,FK Orenburg,9,€2.80m
18538,Mamadou Sylla,26 Years,"Mar 20, 1994 ",Senegal,Forward,FK Orenburg,14,€1.00m
18539,Joel Fameyeh,22 Years,"May 14, 1997 ",Ghana,Forward,FK Orenburg,20,€900k
18540,Evgeniy Frolov,32 Years,"Feb 5, 1988 ",Russia,Goalkeeper,Krylya Sovetov Samara,39,€750k
18541,Evgeniy Konyukhov,33 Years,"Nov 21, 1986 ",Russia,Goalkeeper,Krylya Sovetov Samara,33,€350k
18542,Bogdan Ovsyannikov,21 Years,"Jan 5, 1999 ",Russia,Goalkeeper,Krylya Sovetov Samara,81,€200k
18543,Sergey Ryzhikov,39 Years,"Sep 19, 1980 ",Russia,Goalkeeper,Krylya Sovetov Samara,1,€50k
18544,Nikita Chernov,24 Years,"Jan 14, 1996 ",Russia,Defender,Krylya Sovetov Samara,3,€2.30m
18545,Maksim Karpov,25 Years,"Mar 17, 1995 ",Russia,Defender,Krylya Sovetov Samara,50,€1.20m
18546,Taras Burlak,30 Years,"Feb 22, 1990 ",Russia,Defender,Krylya Sovetov Samara,90,€1.00m
18547,Vitali Lystsov,24 Years,"Jul 11, 1995 ",Russia,Defender,Krylya Sovetov Samara,5,€300k
18548,Dmitri Kombarov,33 Years,"Jan 22, 1987 ",Russia,Defender,Krylya Sovetov Samara,23,€1.20m
18549,Vladimir Poluyakhtov,30 Years,"Jul 11, 1989 ",Russia,Defender,Krylya Sovetov Samara,2,€700k
18550,Mehdi Zeffane,27 Years,"May 19, 1992 ",Algeria,Defender,Krylya Sovetov Samara,18,€2.00m
18551,Nikita Chicherin,29 Years,"Aug 18, 1990 ",Russia,Defender,Krylya Sovetov Samara,44,€600k
18552,Aleksandr Anyukov,37 Years,"Sep 28, 1982 ",Russia,Defender,Krylya Sovetov Samara,22,€50k
18553,Srdjan Mijailovic,26 Years,"Nov 10, 1993 ",Serbia,Midfielder,Krylya Sovetov Samara,20,€900k
18554,Artem Timofeev,26 Years,"Jan 12, 1994 ",Russia,Midfielder,Krylya Sovetov Samara,40,€850k
18555,Safa Hadi,21 Years,"Oct 14, 1998 ",Iraq,Midfielder,Krylya Sovetov Samara,7,€300k
18556,Alexandru Gatcan,36 Years,"Mar 27, 1984 ",Moldova,Midfielder,Krylya Sovetov Samara,8,€200k
18557,Paul Anton,28 Years,"May 10, 1991 ",Romania,Midfielder,Krylya Sovetov Samara,28,€1.50m
18558,Denis Popovic,30 Years,"Oct 15, 1989 ",Slovenia,Midfielder,Krylya Sovetov Samara,11,€1.20m
18559,Sergey Ivanov,23 Years,"Jan 7, 1997 ",Russia,Midfielder,Krylya Sovetov Samara,30,€200k
18560,Anton Zinkovskiy,23 Years,"Apr 14, 1996 ",Russia,Forward,Krylya Sovetov Samara,17,€2.80m
18561,Dmitri Kabutov,28 Years,"Mar 26, 1992 ",Russia,Forward,Krylya Sovetov Samara,77,€1.00m
18562,Maksim Glushenkov,20 Years,"Jul 28, 1999 ",Russia,Forward,Krylya Sovetov Samara,15,€900k
18563,Anton Terekhov,22 Years,"Jan 30, 1998 ",Russia,Forward,Krylya Sovetov Samara,10,€400k
18564,Maksim Kanunnikov,28 Years,"Jul 14, 1991 ",Russia,Forward,Krylya Sovetov Samara,99,€2.30m
18565,Dejan Radonjic,29 Years,"Jul 23, 1990 ",Croatia,Forward,Krylya Sovetov Samara,9,€700k
18566,Egor Golenkov,20 Years,"Jul 7, 1999 ",Russia,Forward,Krylya Sovetov Samara,69,€350k
18567,Giorgi Shelia,31 Years,"Dec 11, 1988 ",Russia,Goalkeeper,FK Tambov,88,€850k
18568,Nikita Chagrov,24 Years,"Apr 24, 1995 ",Russia,Goalkeeper,FK Tambov,73,€450k
18569,Aleksey Gritsaenko,24 Years,"May 25, 1995 ",Russia,Defender,FK Tambov,27,€900k
18570,Aleksandr Filin,23 Years,"Jun 25, 1996 ",Russia,Defender,FK Tambov,15,€800k
18571,Igor Yurganov,26 Years,"Dec 10, 1993 ",Russia,Defender,FK Tambov,22,€800k
18572,Soslan Takazov,27 Years,"Feb 28, 1993 ",Russia,Defender,FK Tambov,30,€600k
18573,Ade,37 Years,"Sep 18, 1982 ",Russia,Defender,FK Tambov,58,€25k
18574,Oleksandr Kapliyenko,24 Years,"Mar 7, 1996 ",Ukraine,Defender,FK Tambov,29,€250k
18575,Aleksey Rybin,32 Years,"Jan 26, 1988 ",Russia,Defender,FK Tambov,2,€700k
18576,Guram Tetrashvili,31 Years,"Aug 2, 1988 ",Russia,Defender,FK Tambov,3,€600k
18577,Evgeniy Shlyakov,28 Years,"Aug 30, 1991 ",Russia,Defender,FK Tambov,5,€600k
18578,Pavel Karasev,27 Years,"Jul 10, 1992 ",Russia,Midfielder,FK Tambov,25,€700k
18579,Khetag Khosonov,21 Years,"Jun 18, 1998 ",Russia,Midfielder,FK Tambov,17,€600k
18580,Valeriu Ciuperca,27 Years,"Jun 12, 1992 ",Moldova,Midfielder,FK Tambov,92,€700k
18581,Sulley Muniru,27 Years,"Oct 25, 1992 ",Ghana,Midfielder,FK Tambov,70,€200k
18582,Ishkhan Geloyan,27 Years,"Aug 31, 1992 ",Russia,Forward,FK Tambov,10,€500k
18583,Miguel Cardoso,25 Years,"Jun 19, 1994 ",Portugal,Forward,FK Tambov,7,€1.20m
18584,Mikhail Kostyukov,28 Years,"Aug 9, 1991 ",Russia,Forward,FK Tambov,77,€900k
18585,Anton Kilin,29 Years,"Nov 14, 1990 ",Russia,Forward,FK Tambov,8,€700k
18586,Evgeniy Ragulkin,20 Years,"Nov 25, 1999 ",Russia,Forward,FK Tambov,94,€125k
18587,Georgi Melkadze,23 Years,"Apr 4, 1997 ",Russia,Forward,FK Tambov,19,€1.50m
18588,Vladimir Obukhov,28 Years,"Feb 8, 1992 ",Russia,Forward,FK Tambov,13,€1.00m
18589,Artem Fedchuk,25 Years,"Dec 20, 1994 ",Russia,Forward,FK Tambov,11,€350k
18590,Khasan Mamtov,35 Years,"Apr 28, 1984 ",Russia,Forward,FK Tambov,9,€50k
18591,Artur Anisimov,27 Years,"Dec 31, 1992 ",Russia,Goalkeeper,FK Nizhny Novgorod,1,€500k
18592,Nikolay Sysuev,20 Years,"May 19, 1999 ",Russia,Goalkeeper,FK Nizhny Novgorod,99,€450k
18593,Oleg Smirnov,29 Years,"Oct 1, 1990 ",Russia,Goalkeeper,FK Nizhny Novgorod,90,€400k
18594,Ali Gadzhibekov,30 Years,"Aug 6, 1989 ",Russia,Defender,FK Nizhny Novgorod,3,€700k
18595,Kirill Gotsuk,27 Years,"Sep 10, 1992 ",Russia,Defender,FK Nizhny Novgorod,24,€650k
18596,Vladimir Khozin,30 Years,"Jul 3, 1989 ",Russia,Defender,FK Nizhny Novgorod,29,€400k
18597,Ilya Zuev,26 Years,"Jan 25, 1994 ",Russia,Defender,FK Nizhny Novgorod,58,€250k
18598,Artem Shchadin,27 Years,"Nov 1, 1992 ",Russia,Defender,FK Nizhny Novgorod,27,€450k
18599,Ivan Temnikov,31 Years,"Jan 28, 1989 ",Russia,Defender,FK Nizhny Novgorod,30,€450k
18600,Artem Abramov,28 Years,"Jun 13, 1991 ",Russia,Defender,FK Nizhny Novgorod,4,€300k
18601,Sergey Zuykov,26 Years,"Sep 19, 1993 ",Russia,Defender,FK Nizhny Novgorod,23,€300k
18602,Nikolay Kalinskiy,26 Years,"Sep 22, 1993 ",Russia,Midfielder,FK Nizhny Novgorod,78,€650k
18603,Ivan Chudin,30 Years,"Mar 7, 1990 ",Russia,Midfielder,FK Nizhny Novgorod,8,€400k
18604,Aleksandr Sapeta,30 Years,"Jun 28, 1989 ",Russia,Midfielder,FK Nizhny Novgorod,41,€1.00m
18605,Pavel Komolov,31 Years,"Mar 10, 1989 ",Russia,Midfielder,FK Nizhny Novgorod,20,€650k
18606,Egor Ryabkov,19 Years,"Mar 27, 2001 ",Russia,Midfielder,FK Nizhny Novgorod,6,€25k
18607,Maksim Palienko,25 Years,"Oct 18, 1994 ",Russia,Midfielder,FK Nizhny Novgorod,10,€900k
18608,Vyacheslav Grulev,21 Years,"Mar 23, 1999 ",Russia,Forward,FK Nizhny Novgorod,17,€700k
18609,Pavel Ignatovich,30 Years,"May 24, 1989 ",Russia,Forward,FK Nizhny Novgorod,13,€450k
18610,Aleksandr Stavpets,30 Years,"Jul 4, 1989 ",Russia,Forward,FK Nizhny Novgorod,61,€450k
18611,Artem Maksimenko,21 Years,"May 27, 1998 ",Russia,Forward,FK Nizhny Novgorod,7,€225k
18612,Artur Sagitov,20 Years,"Jan 7, 2000 ",Russia,Forward,FK Nizhny Novgorod,71,€700k
18613,Nikolay Obolskiy,23 Years,"Jan 14, 1997 ",Russia,Forward,FK Nizhny Novgorod,19,€400k
18614,Said Aliev,21 Years,"Dec 3, 1998 ",Russia,Forward,FK Nizhny Novgorod,9,€300k
18615,Yuri Nesterenko,28 Years,"Jun 12, 1991 ",Russia,Goalkeeper,Rotor Volgograd,1,€500k
18616,Daniil Avdyushkin,26 Years,"Oct 1, 1993 ",Russia,Goalkeeper,Rotor Volgograd,40,€200k
18617,Azat Bairyev,31 Years,"Feb 17, 1989 ",Russia,Defender,Rotor Volgograd,28,€600k
18618,Aleksandr Dovbnya,24 Years,"Feb 14, 1996 ",Russia,Defender,Rotor Volgograd,90,€250k
18619,Igor Udalyi,35 Years,"Dec 8, 1984 ",Russia,Defender,Rotor Volgograd,33,€100k
18620,Ilya Ionov,34 Years,"Jul 27, 1985 ",Russia,Defender,Rotor Volgograd,2,€50k
18621,Vitali Denisov,33 Years,"Feb 23, 1987 ",Uzbekistan,Defender,Rotor Volgograd,29,€1.20m
18622,Anton Piskunov,31 Years,"Feb 13, 1989 ",Russia,Defender,Rotor Volgograd,5,€300k
18623,Sergey Makarov,23 Years,"Oct 3, 1996 ",Russia,Midfielder,Rotor Volgograd,13,€400k
18624,Artem Samsonov,26 Years,"Jan 5, 1994 ",Russia,Midfielder,Rotor Volgograd,21,€325k
18625,Azim Fatullaev,33 Years,"Jun 7, 1986 ",Russia,Midfielder,Rotor Volgograd,15,€250k
18626,Evgeniy Pesegov,31 Years,"Feb 21, 1989 ",Russia,Midfielder,Rotor Volgograd,17,€800k
18627,Daniil Poluboyarinov,23 Years,"Feb 4, 1997 ",Russia,Midfielder,Rotor Volgograd,24,€400k
18628,Albert Sharipov,26 Years,"Apr 11, 1993 ",Russia,Midfielder,Rotor Volgograd,10,€200k
18629,Gennadi Kiselev,21 Years,"Jan 3, 1999 ",Russia,Midfielder,Rotor Volgograd,23,€200k
18630,Denis Tkachuk,30 Years,"Jul 2, 1989 ",Russia,Midfielder,Rotor Volgograd,31,€1.20m
18631,Oleg Aleynik,31 Years,"Feb 8, 1989 ",Russia,Midfielder,Rotor Volgograd,8,€500k
18632,Nikolay Kipiani,23 Years,"Jan 25, 1997 ",Russia,Forward,Rotor Volgograd,77,€350k
18633,Oleg Nikolaev,21 Years,"May 21, 1998 ",Russia,Forward,Rotor Volgograd,18,€300k
18634,Mukhammad Sultonov,27 Years,"Dec 22, 1992 ",Russia,Forward,Rotor Volgograd,22,€500k
18635,Artem Popov,27 Years,"Aug 30, 1992 ",Russia,Forward,Rotor Volgograd,25,€400k
18636,Sergey Serchenkov,23 Years,"Jan 1, 1997 ",Russia,Forward,Rotor Volgograd,44,€200k
18637,Beka Mikeltadze,22 Years,"Nov 26, 1997 ",Georgia,Forward,Rotor Volgograd,20,€600k
18638,Artem Galadzhan,21 Years,"May 22, 1998 ",Russia,Forward,Rotor Volgograd,89,€600k
18639,Kamil Mullin,26 Years,"Jan 5, 1994 ",Russia,Forward,Rotor Volgograd,72,€450k
18640,Anzor Sanaia,30 Years,"May 22, 1989 ",Russia,Forward,Rotor Volgograd,32,€350k
18641,Ivan Lomaev,21 Years,"Jan 21, 1999 ",Russia,Goalkeeper,Chertanovo Moscow,1,€600k
18642,Aleksandr Radionov,26 Years,"Apr 30, 1993 ",Russia,Goalkeeper,Chertanovo Moscow,55,€150k
18643,Ilya Abaev,38 Years,"Aug 2, 1981 ",Russia,Goalkeeper,Chertanovo Moscow,81,€25k
18644,Aleksandr Soldatenkov,23 Years,"Dec 28, 1996 ",Russia,Defender,Chertanovo Moscow,6,€750k
18645,Vladimir Bartasevich,26 Years,"Jul 28, 1993 ",Russia,Defender,Chertanovo Moscow,13,€600k
18646,Dmitri Redkovich,22 Years,"Jan 15, 1998 ",Russia,Defender,Chertanovo Moscow,4,€450k
18647,Aleksandr Mikhailov,19 Years,"May 21, 2000 ",Russia,Defender,Chertanovo Moscow,44,€300k
18648,Aleksey Nikitenkov,19 Years,"Jan 6, 2001 ",Russia,Defender,Chertanovo Moscow,63,€250k
18649,Andrey Zakharov,21 Years,"Aug 15, 1998 ",Russia,Defender,Chertanovo Moscow,22,€75k
18650,Yuri Gorshkov,21 Years,"Mar 13, 1999 ",Russia,Defender,Chertanovo Moscow,23,€700k
18651,Egor Kondakov,21 Years,"Nov 26, 1998 ",Russia,Defender,Chertanovo Moscow,3,€400k
18652,Maksim Vityugov,22 Years,"Feb 1, 1998 ",Russia,Midfielder,Chertanovo Moscow,8,€700k
18653,Denis Yakuba,23 Years,"May 26, 1996 ",Russia,Midfielder,Chertanovo Moscow,88,€350k
18654,Dmitri Velikorodnyi,19 Years,"Jun 6, 2000 ",Russia,Midfielder,Chertanovo Moscow,21,€300k
18655,Ilya Kamyshev,22 Years,"Jul 13, 1997 ",Russia,Midfielder,Chertanovo Moscow,5,€250k
18656,Danil Prutsev,20 Years,"Mar 25, 2000 ",Russia,Midfielder,Chertanovo Moscow,25,€650k
18657,Egor Rudkovskiy,24 Years,"Mar 4, 1996 ",Russia,Midfielder,Chertanovo Moscow,10,€275k
18658,Daniil Tyumentsev,23 Years,"Feb 14, 1997 ",Russia,Midfielder,Chertanovo Moscow,7,€200k
18659,Nikita Suleymanov,19 Years,"Jan 17, 2001 ",Russia,Midfielder,Chertanovo Moscow,69,€150k
18660,Artem Sokolov,17 Years,"Apr 1, 2003 ",Russia,Midfielder,Chertanovo Moscow,18,€100k
18661,Yuri Zavezen,24 Years,"Jan 28, 1996 ",Russia,Forward,Chertanovo Moscow,31,€275k
18662,Roman Ezhov,22 Years,"Sep 2, 1997 ",Russia,Forward,Chertanovo Moscow,11,€700k
18663,Leonid Gerchikov,18 Years,"Aug 17, 2001 ",Russia,Forward,Chertanovo Moscow,68,€450k
18664,Aleksandr Nadolskiy,18 Years,"Apr 9, 2001 ",Russia,Forward,Chertanovo Moscow,99,€150k
18665,Vladislav Sarveli,22 Years,"Oct 1, 1997 ",Russia,Forward,Chertanovo Moscow,9,€1.20m
18666,Dmitri Tsypchenko,20 Years,"Jun 29, 1999 ",Russia,Forward,Chertanovo Moscow,91,€450k
18667,Nikolay Prudnikov,22 Years,"Jan 1, 1998 ",Russia,Forward,Chertanovo Moscow,17,€250k
18668,Aleksandr Konev,18 Years,"Oct 1, 2001 ",Russia,Forward,Chertanovo Moscow,96,€150k
18669,Aleksandr Kanishchev,22 Years,"Jan 16, 1998 ",Russia,Forward,Chertanovo Moscow,19,€100k
18670,Mikhail Filippov,27 Years,"Jun 10, 1992 ",Russia,Goalkeeper,Torpedo Moscow,74,€350k
18671,Aleksey Kenyaykin,21 Years,"Aug 23, 1998 ",Russia,Goalkeeper,Torpedo Moscow,90,€325k
18672,Vitali Botnar,18 Years,"May 19, 2001 ",Russia,Goalkeeper,Torpedo Moscow,51,€175k
18673,Pavel Kaloshin,22 Years,"Mar 13, 1998 ",Russia,Defender,Torpedo Moscow,3,€700k
18674,Sergey Bozhin,25 Years,"Sep 12, 1994 ",Russia,Defender,Torpedo Moscow,47,€700k
18675,Maksim Shorkin,29 Years,"Sep 3, 1990 ",Russia,Defender,Torpedo Moscow,16,€450k
18676,Sergey Shustikov,31 Years,"Mar 5, 1989 ",Russia,Defender,Torpedo Moscow,6,€200k
18677,Grigori Gvardeev,17 Years,"Aug 1, 2002 ",Russia,Defender,Torpedo Moscow,5,€25k
18678,Valeri Kichin,27 Years,"Oct 12, 1992 ",Kyrgyzstan,Defender,Torpedo Moscow,2,€1.20m
18679,Artem Samsonov,31 Years,"Feb 6, 1989 ",Russia,Defender,Torpedo Moscow,44,€250k
18680,Ruslan Magal,28 Years,"Sep 24, 1991 ",Russia,Defender,Torpedo Moscow,28,€450k
18681,Andrey Lyakh,29 Years,"Sep 24, 1990 ",Russia,Midfielder,Torpedo Moscow,24,€350k
18682,Konstantin Kertanov,24 Years,"Jul 22, 1995 ",Russia,Midfielder,Torpedo Moscow,11,€225k
18683,Filipp Dvoretskov,23 Years,"Mar 17, 1997 ",Russia,Midfielder,Torpedo Moscow,17,€600k
18684,Aleksandr Ryazantsev,33 Years,"Sep 5, 1986 ",Russia,Midfielder,Torpedo Moscow,7,€500k
18685,Ravil Netfullin,27 Years,"Mar 3, 1993 ",Russia,Midfielder,Torpedo Moscow,52,€500k
18686,Astemir Gordyushenko,23 Years,"Mar 30, 1997 ",Russia,Midfielder,Torpedo Moscow,72,€300k
18687,Aleksandr Orekhov,17 Years,"May 24, 2002 ",Russia,Midfielder,Torpedo Moscow,15,€75k
18688,Artur Galoyan,20 Years,"Jun 25, 1999 ",Russia,Midfielder,Torpedo Moscow,20,€425k
18689,Aleksandr Eliseev,28 Years,"Nov 15, 1991 ",Russia,Midfielder,Torpedo Moscow,4,€250k
18690,Aleksandr Rudenko,21 Years,"Mar 15, 1999 ",Russia,Forward,Torpedo Moscow,79,€900k
18691,Vladislav Adaev,24 Years,"Mar 14, 1996 ",Russia,Forward,Torpedo Moscow,9,€450k
18692,Igor Lebedenko,36 Years,"May 27, 1983 ",Russia,Forward,Torpedo Moscow,10,€50k
18693,Ivan Sergeev,24 Years,"May 11, 1995 ",Russia,Forward,Torpedo Moscow,33,€800k
18694,Ilya Lantratov,24 Years,"Nov 11, 1995 ",Russia,Goalkeeper,FK Khimki,22,€450k
18695,Egor Generalov,27 Years,"Jan 24, 1993 ",Russia,Goalkeeper,FK Khimki,35,€425k
18696,Dmitri Khomich,35 Years,"Oct 4, 1984 ",Russia,Goalkeeper,FK Khimki,1,€50k
18697,Egor Danilkin,24 Years,"Aug 1, 1995 ",Russia,Defender,FK Khimki,15,€550k
18698,Egor Proshkin,21 Years,"Jan 15, 1999 ",Russia,Defender,FK Khimki,17,€175k
18699,Andrey Evdokimov,21 Years,"Mar 9, 1999 ",Russia,Defender,FK Khimki,99,€150k
18700,Evgeniy Gapon,28 Years,"Apr 20, 1991 ",Russia,Defender,FK Khimki,33,€450k
18701,Aleksandr Smirnov,23 Years,"Apr 12, 1996 ",Russia,Defender,FK Khimki,96,€275k
18702,Dmitri Tikhiy,27 Years,"Oct 29, 1992 ",Russia,Defender,FK Khimki,6,€600k
18703,Aleksandr Troshechkin,23 Years,"Apr 23, 1996 ",Russia,Midfielder,FK Khimki,5,€650k
18704,Nikita Malyarov,30 Years,"Oct 23, 1989 ",Russia,Midfielder,FK Khimki,20,€400k
18705,Maksim Martusevich,25 Years,"Mar 7, 1995 ",Russia,Midfielder,FK Khimki,9,€150k
18706,Artem Polyarus,27 Years,"Jul 5, 1992 ",Ukraine,Midfielder,FK Khimki,14,€750k
18707,Bogdan Mishukov,23 Years,"Feb 5, 1997 ",Russia,Midfielder,FK Khimki,8,€175k
18708,Kamran Aliev,21 Years,"Oct 15, 1998 ",Russia,Forward,FK Khimki,10,€600k
18709,Arshak Koryan,24 Years,"Jun 17, 1995 ",Russia,Forward,FK Khimki,23,€600k
18710,Ilya Kukharchuk,29 Years,"Aug 2, 1990 ",Russia,Forward,FK Khimki,44,€550k
18711,Aleksey Skvortsov,28 Years,"Jan 13, 1992 ",Russia,Forward,FK Khimki,92,€350k
18712,Svyatoslav Georgievski,24 Years,"Aug 21, 1995 ",Russia,Forward,FK Khimki,3,€275k
18713,Kirill Bozhenov,19 Years,"Dec 7, 2000 ",Russia,Forward,FK Khimki,87,€225k
18714,Idris Umaev,21 Years,"Jan 15, 1999 ",Russia,Forward,FK Khimki,95,€400k
18715,Vladimir Dyadyun,31 Years,"Jul 12, 1988 ",Russia,Forward,FK Khimki,88,€350k
18716,Dmitri Barkov,27 Years,"Jun 19, 1992 ",Russia,Forward,FK Khimki,11,€250k
18717,Dmitri Kamenshchikov,21 Years,"Aug 27, 1998 ",Russia,Forward,FK Khimki,97,€250k
18718,Danil Massurenko,20 Years,"May 22, 1999 ",Russia,Forward,FK Khimki,77,€225k
18719,Mohamed Konaté,22 Years,"Dec 12, 1997 ",Cote d'Ivoire,Forward,FK Khimki,24,€175k
18720,Anton Shitov,20 Years,"Jan 29, 2000 ",Russia,Goalkeeper,Spartak 2 Moscow,31,€225k
18721,Timur Akmurzin,22 Years,"Dec 7, 1997 ",Russia,Goalkeeper,Spartak 2 Moscow,27,€200k
18722,Daniil Yarusov,19 Years,"Jan 25, 2001 ",Russia,Goalkeeper,Spartak 2 Moscow,48,€50k
18723,Andrea Romagnoli,21 Years,"Jul 29, 1998 ",Italy,Goalkeeper,Spartak 2 Moscow,30,€25k
18724,Ilya Gaponov,22 Years,"Oct 25, 1997 ",Russia,Defender,Spartak 2 Moscow,56,€800k
18725,Vitali Djakov,31 Years,"Jan 31, 1989 ",Russia,Defender,Spartak 2 Moscow,55,€350k
18726,Leonid Mironov,21 Years,"Sep 14, 1998 ",Russia,Defender,Spartak 2 Moscow,35,€250k
18727,Daniil Petrunin,20 Years,"Jun 10, 1999 ",Russia,Defender,Spartak 2 Moscow,63,€250k
18728,Georgi Tigiev,24 Years,"May 26, 1995 ",Russia,Defender,Spartak 2 Moscow,17,€500k
18729,Artem Voropaev,20 Years,"Oct 30, 1999 ",Russia,Defender,Spartak 2 Moscow,36,€400k
18730,Maksim Sazonov,20 Years,"Apr 2, 2000 ",Russia,Defender,Spartak 2 Moscow,67,€225k
18731,Ilya Golosov,18 Years,"Aug 9, 2001 ",Russia,Defender,Spartak 2 Moscow,61,€75k
18732,Roman Shishkin,33 Years,"Jan 27, 1987 ",Russia,Defender,Spartak 2 Moscow,49,€750k
18733,Pavel Maslov,19 Years,"Apr 14, 2000 ",Russia,Defender,Spartak 2 Moscow,39,€700k
18734,Vladislav Vasiljev,20 Years,"Jul 27, 1999 ",Russia,Defender,Spartak 2 Moscow,42,€200k
18735,Nikolay Tyunin,33 Years,"Jan 6, 1987 ",Russia,Midfielder,Spartak 2 Moscow,4,€200k
